VARIABLE;UNIDAD;ACTIVO;RAMA;LUGAR;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;1. Agricultura, ganadería, silvicultura y pesca;España;70,83864069;78,87031097;82,96891463;86,24650539;92,64913845;101,177082;109,2478993;113,8032582;115,5432515;115,997356;118,6307916;120,5365807;126,4845154;124,3850867;120,3492579;117,4686208;117,4068254;118,1490217;118,8660628;130,0321023;143,98667;141,283115;137,2083953;135,4047646;133,0119161;131,7462845;129,8049151;124,4197283;116,3709016;110,6984832;106,0557118;100,1009004;94,74682159;91,95792875;92,46326729;90,85071391;95,77747878;88,60139447;83,46790234;79,04638718;75,19750008;71,28214255;69,16965956;65,44192788;66,12424327;70,65957365;76,06495424;80,34365873;84,44868462;88,9751876;88,3452964;84,76416928;85,77844037;89,45692917;96,97185673;99,01036314;100;107,7029193;110,3560665;117,5739338;124,977853;130,1530968
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2. Industria;España;37,10756159;37,15065907;37,03684659;36,80190945;36,40943419;37,59211979;39,6337217;40,14549379;40,58461639;41,79481735;43,45172473;44,65109553;46,99259385;48,92567484;48,79425153;48,01423487;47,65322104;48,14831408;48,45129301;50,6724432;53,32274595;52,7116297;52,590118;54,60089749;55,51762231;56,15409839;56,82836304;56,7257103;54,21393381;53,33512993;52,1053207;50,11900872;48,00410974;46,7525155;46,07168916;44,92104606;45,8110056;45,3332042;47,67619443;48,78822886;48,32890714;47,70778106;49,7621104;54,0449616;58,50932817;63,24061628;66,88167148;65,93208683;67,62560883;71,39222124;72,47653673;75,29024167;77,65993875;82,43387374;90,67788581;96,78178457;100;107,6611737;110,0970296;115,6158189;122,5530037;128,7912512
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.1. Energía;España;59,08387666;59,77292866;60,61690357;61,70994444;61,71497187;64,0327156;67,76234536;68,40209929;69,11193455;71,65718641;73,94205809;77,46746596;83,76840921;91,10441258;93,83856691;94,18244721;97,44625673;104,0404749;109,8366245;122,2939179;133,6074513;131,0215815;130,966571;134,3107781;129,7608004;124,0195421;119,5517269;113,7951082;106,5958678;102,5190263;99,63911441;94,64962108;89,5748301;85,8140321;83,19187497;79,04832813;77,64750575;72,58175524;70,4509308;67,75206293;64,90813061;62,29838119;63,06544358;67,46947422;71,60175629;84,79472509;96,83736124;97,80772555;101,6290793;110,734862;116,8517638;117,4920979;115,0737062;111,9747926;109,2055389;105,210373;100;93,94033119;87,53682118;83,4671393;80,17944103;76,99867192
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.1.1. Industrias extractivas;España;294,3113556;271,5139425;255,0709322;238,2563586;225,662295;222,9178094;220,6945701;214,1046361;206,1310446;203,2523723;210,2565362;232,2363461;257,5099193;280,2481911;285,3009777;284,165691;281,2189892;279,8234901;273,6152861;278,5678783;301,1201661;312,6891291;316,7842308;312,1344786;311,7772576;311,948251;307,1957172;298,6362563;281,0967576;271,8255873;262,7220826;250,1585523;236,4375469;226,6245075;226,043011;220,9035952;221,8721497;216,6950322;215,8639474;210,5224757;198,9631349;188,0794664;183,9508135;182,7753516;179,5332264;176,9737078;191,9552493;175,6864562;165,2856523;159,9754759;161,0375388;149,5112031;135,3693997;123,3005389;114,9056593;107,6000476;100;103,4941833;100,3980392;94,08394025;89,28505693;84,47662614
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;"2.1.2. Energía eléctrica, gas y agua; actividades de saneamiento y gestión de residuos";España;50,40153901;51,95769344;53,4397423;55,19386556;55,66382603;58,16831576;62,11761537;63,02411346;64,05435413;66,79969486;68,91037657;71,75475563;77,35553463;84,1230385;86,77154051;87,16997423;90,66270188;97,55134815;103,7902913;116,5244967;127,4230249;124,314969;124,1068539;127,7459184;123,0414798;117,0823462;112,6252675;106,9722642;100,154734;96,26965343;93,61943684;88,90952627;84,15387562;80,61647839;77,91910325;73,81241232;72,32423137;67,26280019;65,08412661;62,48285623;59,96054582;57,65612138;58,60380141;63,21378608;67,61822131;81,39318482;93,32733535;94,93393666;99,28014417;108,9179847;115,2212576;116,3106168;114,3248789;111,5569694;108,9952699;105,122227;100;93,5877996;87,06234757;83,07539898;79,84342094;76,72267087
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.1.2.1. Suministro de energía eléctrica, gas, vapor y aire acondicionado;España;44,81897944;46,14367426;47,58433207;49,30158329;49,78993415;52,09434857;55,77467854;56,5537504;57,40981556;60,12306178;62,31262301;65,53427857;71,55259333;79,02811443;82,34064039;83,35339005;88,15681537;96,70835132;104,3093625;118,068848;129,3394418;124,9876385;125,0776405;128,5734389;122,2491544;114,7344373;108,4280536;101,7618234;94,33248584;90,23679832;87,69346641;82,84156238;78,1617374;74,65669046;71,91851164;67,94581305;65,88498094;60,11751483;57,16278791;53,89041671;51,91733424;50,27136628;51,3025519;55,39815643;60,04460003;75,6637558;86,39047612;89,56571263;95,55435154;107,3409568;115,4977618;117,2509601;115,8934719;113,0199051;110,2209334;105,9729476;100;91,88449931;83,75927123;77,45016183;72,28529766;67,44747206
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;"2.1.2.2. Suministro de agua; actividades de saneamiento, gestión de residuos y descontaminación";España;85,11832878;88,1143835;89,85279826;91,83489459;92,18989252;95,93795497;101,5584992;103,2576642;105,3715755;108,3142252;109,9317585;110,4244688;113,4209384;115,7755833;114,28745;110,860404;106,1929249;102,7311497;100,4887141;106,8311831;115,4056457;120,0422828;117,9778888;122,5066522;127,8874003;131,6146555;138,6690665;139,3284743;136,3257089;133,7553714;130,4418261;126,6200818;121,3963058;117,660477;115,219494;110,2819143;112,3605596;111,6977377;114,3522223;115,9311344;109,991033;103,5884722;104,0152578;111,8240691;114,7179295;117,0400536;136,4884807;128,3312391;122,4559416;118,729482;113,4998391;110,4557437;104,5581709;102,4481855;101,3639982;99,82570867;100;104,1848499;107,6129346;118,0638549;126,8571785;134,4221054
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2. Manufacturas;España;32,26800653;32,16888113;31,84411477;31,31664763;30,83663343;31,76936567;33,439223;33,92280589;34,30231224;35,21850746;36,73712113;37,42419267;38,89370017;39,63681412;38,87423139;37,84670479;36,68702652;35,83803946;34,93083545;34,89696471;35,63962375;35,4634455;35,32730397;37,04422607;39,16480941;41,20618347;43,01332775;44,1560671;42,67662394;42,50206958;41,63568165;40,31081175;38,84781987;38,14883693;37,89555305;37,40408422;38,79850422;39,33147959;42,66018735;44,61181307;44,67766531;44,49449914;46,83230338;51,08847765;55,62605289;58,48915756;60,28028695;58,90783108;60,1326034;62,72282695;62,69870394;65,99057472;69,41447521;75,9227379;86,59467061;94,92451596;100;110,6876327;115,0723385;122,7062211;131,8981568;140,2134197
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.1. Industria de la alimentación, bebidas y tabaco;España;24,54843354;24,09174301;23,61310189;22,98234213;22,50985993;22,89171515;24,0459249;25,21049523;24,90804015;25,66992667;26,92361417;28,08998545;28,90994518;29,56746377;29,56945073;29,31181453;28,9316697;28,6908299;27,97125535;28,82263356;30,37286437;30,81544381;31,00658322;33,11069126;35,40446742;36,94719488;38,09715086;38,50579998;37,05738806;38,66333938;38,70594999;37,79698105;36,64184442;36,05320278;35,76044935;35,14273706;36,0674126;36,20878557;38,98643649;40,71533514;40,60261197;40,4820153;42,55878687;46,54426958;51,01265561;55,06229159;59,19071073;59,02728095;61,29449018;65,4437068;65,40298033;67,9293287;70,87997075;77,02312438;86,67238496;94,3131649;100;110,7712533;116,9711687;125,0328938;134,1853217;142,5917887
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.2. Industria textil, confección de prendas de vestir e industria del cuero y del calzado;España;22,09737991;21,84589851;21,35681651;20,58276029;20,02387632;20,07751786;21,41989529;22,7953357;23,72115225;24,68104754;25,06673033;25,72013006;26,84353838;26,20244782;25,41865469;24,62642307;24,12144693;23,93117058;24,46988474;24,45135077;25,27021822;25,1771867;25,40039476;27,32477163;28,80600803;29,47885905;29,39549636;30,00436277;28,38308025;27,15256534;26,9329532;25,90901952;24,7005996;24,1502576;23,92301919;23,18078026;23,48388149;23,40205449;25,13285553;26,28718402;26,69363075;26,56224292;27,48536404;29,85168289;32,36213484;33,21577202;34,19490649;34,39091092;33,95632548;37,21450854;42,61832608;51,65162684;59,99683147;70,71156445;83,15414491;93,44954648;100;114,8206789;117,1749234;124,904985;131,7649619;139,3701626
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.3. Industria de la madera y del corcho, industria del papel y artes gráficas;España;13,6537588;13,39969078;13,46056693;12,98977296;12,66269948;12,69244878;12,83493756;12,47830713;13,20356875;13,3363767;14,43175662;14,58736684;15,7303037;15,92708757;15,65630387;14,94082339;14,61498279;14,61967601;14,55473813;14,90556596;15,42748493;15,45942069;15,80388819;17,53218161;19,65205774;22,20718282;24,30676832;25,38651256;24,66842525;24,42636015;23,64671025;23,23320322;22,66664778;22,68290757;23,07020628;23,19081946;24,98381911;26,13707401;29,74180875;32,17377133;33,00600241;33,53938266;36,47657187;40,94024615;45,19544139;48,72872245;52,36480569;52,31560926;57,07354525;60,83389389;61,73172516;65,44857915;69,91784008;77,14807215;86,74247322;97,02349861;100;103,8498961;108,5965223;117,9388148;133,025634;144,261872
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.4. Coquerías y refino de petróleo;España;98,39208607;92,5152869;87,2662242;83,29770489;77,9618183;73,84579358;76,56835696;76,52499181;76,64850555;86,02600647;91,19109232;91,65917033;98,8106063;103,4437609;98,56218361;91,43591803;87,23492886;84,40307062;80,13586821;77,39320691;70,58219237;62,57241203;56,44760371;52,9580069;50,18222745;52,62163757;57,65595948;59,07505007;55,97515045;55,20828875;53,32907017;50,36212914;49,23340184;47,69926681;46,05436757;46,13945776;52,50600484;59,19225659;70,2577504;76,41210896;78,25945801;80,1643265;85,52022172;94,78873757;104,7188927;114,1462506;121,5764271;117,3931154;108,734626;103,8922666;95,09672591;88,93938974;84,61281271;83,70709746;91,12648361;98,28869586;100;104,4399003;99,23301586;95,25434734;90,05797439;86,77922207
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.5. Industria química;España;49,10033008;48,21203805;47,29507077;46,14271437;44,65609782;47,90494216;50,64015688;51,8189928;53,00291912;53,70387586;55,7834711;56,54203223;58,61349512;58,55519157;57,10788784;57,1954803;54,9730264;51,87315462;49,10411104;47,53870665;45,50772173;43,85997157;42,79774994;43,35097549;45,20290101;46,40074261;48,09505944;48,54265571;46,17080867;45,19948984;44,56014127;43,36412964;42,58982798;42,28938301;42,6379739;42,24740919;42,60887599;41,94890753;43,09973364;43,20693368;41,82493012;40,19667886;40,73415511;42,65435645;44,57802254;44,40039528;42,28890823;39,35545544;38,95738957;46,15618834;49,37546388;54,02397192;59,09145951;67,23157107;79,41286521;90,14955687;100;120,9388825;129,6608641;143,6197437;158,6721156;172,7509255
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.6. Fabricación de productos de caucho y plásticos y de otros productos minerales no metálicos;España;25,29792815;24,01025179;22,93187281;22,04716836;21,31350779;21,55254108;22,08396158;21,53133263;21,24465222;22,23124371;23,7948187;24,48331196;25,37940767;25,15429683;24,22689609;23,30779111;23,02084357;22,99792674;22,63494656;22,57553953;23,06558197;23,24074524;23,10547634;24,75272813;27,44402828;29,53874658;30,99237842;32,24816226;31,29454154;30,76258505;29,5643185;28,4235846;27,08311655;26,27367196;25,77381472;25,60288232;27,67747595;28,90666485;32,90068111;35,64514439;36,43552594;37,13072268;40,17193591;44,65558874;49,3463783;53,30386589;57,51811252;58,76626855;60,74579759;63,30083135;62,52292687;65,24100966;68,31475942;74,30944071;87,2355447;96,31425747;100;115,1406392;122,0965758;129,7499416;137,4186145;145,2751594
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.7. Metalurgia y fabricación de productos metálicos;España;41,1910687;41,23822939;41,24859633;41,81651764;42,80810077;45,86246448;49,15952825;49,48366336;49,95739921;50,67872135;52,89481173;53,8578359;56,94864294;60,10451048;59,42161362;57,3501812;55,10907857;53,69845855;51,08293753;50,89286575;51,3403222;51,79007931;52,96880123;55,59088946;58,34689157;60,17376319;61,79122602;62,43133061;58,96596281;57,50352802;55,21429345;52,68197776;49,98605124;47,82301654;46,17053242;44,87179257;45,06927417;44,68937967;47,43410272;49,12623069;49,07774958;49,02392375;52,03446522;57,44757658;62,68619908;66,08645789;67,78461883;65,61069743;68,67500685;69,62780446;68,07819312;70,01800211;71,48930885;76,61972399;86,28295758;91,9533712;100;106,3357355;109,0624037;113,5279846;119,3188692;124,6557217
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.8. Fabricación de productos informáticos, electrónicos y ópticos;España;91,56330183;92,89430032;93,07639337;89,46433561;86,38912961;86,65288052;90,02448554;90,66186657;91,38100579;93,29710392;94,36901917;93,10554314;93,35041056;95,94762478;95,19291846;91,70212542;88,83036222;85,45313119;82,84384837;83,99847666;87,3623483;88,55537324;89,42405539;96,3328814;103,1352848;114,6684046;122,9095708;129,8814601;125,9403985;123,7069962;118,584617;113,9784748;110,4105013;115,0880152;115,9409018;113,0713895;119,3739784;121,5535515;127,8080066;130,8028485;127,3972062;123,225027;120,753217;125,7255136;130,212887;122,8316546;112,3745905;102,0237594;97,69359238;92,16759552;86,04647209;88,39379574;87,56568168;94,88373615;98,13865279;100,941398;100;108,5545455;105,5573624;106,0345243;106,4281663;107,792466
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.9. Fabricación de maquinaria y equipo n.c.o.p.;España;31,50401202;33,14668642;34,41136036;34,14568211;32,73333224;32,60017928;33,66463147;34,16790543;34,45416253;35,28948118;35,75305325;34,90200705;33,91794016;34,04663;33,06910682;31,90748064;30,35935939;29,57953191;28,33276242;28,17664982;28,73564862;28,93955082;29,69941347;32,6347883;35,5079252;39,68557253;41,53773659;41,91910749;39,88748777;39,57178169;39,80014818;39,13238402;37,97420384;37,45857069;38,09518292;37,98463662;40,28324833;41,33853469;45,41868819;47,90050953;48,43199577;47,83391681;49,81793717;53,00706732;56,91461368;57,48708702;54,48652542;49,06071009;47,90637611;50,65904993;50,74060907;56,55500801;62,35694035;71,89882073;87,32490423;94,98213724;100;111,8683329;113,5972075;119,8928644;126,9239774;133,9059393
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.10. Fabricación de material de transporte;España;95,90522712;110,5154719;115,6149213;118,1488368;118,3714743;122,3206425;130,3294179;131,147899;133,8307252;134,2675463;136,41589;136,6967828;135,2892844;132,9430733;128,0686831;124,3703269;116,9727211;112,0364505;115,2313515;113,4365008;125,1142594;122,1404953;114,1514002;109,6223363;105,8314681;109,1953083;116,9533723;126,6466893;133,5127631;138,9126708;141,3509888;139,2838469;135,4163352;134,6149023;138,5117891;139,5003331;143,1710271;143,0721192;150,1442306;150,3557491;146,9168272;141,9872199;148,1251162;157,1410832;172,3726365;175,0775936;154,9595427;137,139664;124,4292616;115,8910476;107,3334732;105,2017972;99,95043034;99,07530604;102,4415972;104,1084921;100;96,88602112;88,11988011;85,68702798;85,71488341;85,32507109
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;2.2.11. Industrias manufactureras diversas;España;20,11986101;19,98261054;20,48844757;20,30619244;20,39711413;21,14113104;22,78078027;24,74738005;25,3512316;26,10840618;27,99368693;29,22723661;32,30315012;35,78272746;36,82570172;38,31033978;37,96374614;37,057463;35,69880036;35,91601855;35,68698583;35,25319695;35,08817633;37,33267562;39,78018764;41,82277531;45,01792722;45,50972629;45,11355666;45,42968954;44,48433964;43,48119922;42,22622299;41,70392271;41,77461993;41,57577728;43,5895081;44,57921344;49,19148294;52,01970632;52,08669121;51,43429391;52,37999791;55,51223451;58,33249568;60,05883602;64,35914037;61,25529974;60,98515259;63,63833409;61,9049165;64,34691378;69,91057967;75,63186603;87,9631359;98,31823633;100;111,5767681;116,93135;134,9330975;161,1663375;181,2778985
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;3. Construcción;España;1,77999049;4,335026111;6,160845546;7,848535981;8,933943243;11,84531866;13,83233409;14,70659761;17,11326327;21,01659014;23,64985839;24,77070291;26,22436071;26,22196044;25,08221011;23,66855731;22,77881978;21,5106242;20,64337701;20,19146802;19,03732273;18,16035609;16,81163976;17,27885735;20,18912782;23,81592038;25,43598953;25,50334723;25,09063961;24,95224083;25,11241287;24,86840363;25,18546161;27,22176002;29,09227137;31,15899104;35,63438588;40,04258121;48,61184417;58,68256562;66,46917098;75,08535621;91,24548851;127,4104695;122,0569646;110,8328862;107,0255764;99,81375746;95,74024041;99,5363715;94,12098779;85,2188421;86,58974191;88,46079256;93,26342702;99,10048096;100;100,7447627;110,1822258;118,1987261;127,6664477;137,2815372
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;4. Comercio, transporte y hostelería;España;16,25438762;16,82317362;17,24427895;17,51120992;17,84172985;18,70475828;20,60047487;20,78245671;21,1582159;22,20848513;23,72426589;24,10587876;24,35605535;25,26622639;25,97664156;26,35832574;26,74996695;27,53360442;28,72577431;30,45465738;30,93576405;31,3587477;32,07820821;33,69836005;36,49636146;38,97306811;40,40955465;40,43196025;40,26960787;40,11460322;40,46503612;41,1704994;42,60116456;44,82138945;47,68912361;50,7639046;51,86538562;54,96561873;55,79794758;56,90568117;57,62214303;59,235898;61,3360074;66,31960806;69,95600284;70,40031725;75,11201589;80,29691539;80,27995914;81,05946079;82,44076278;85,34336993;87,95355207;91,19846304;97,33085377;102,523957;100;108,2755835;116,5340526;121,3009552;126,8817872;131,0700121
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;4.1. Comercio y reparación;España;2,895399973;3,296803388;3,60447981;3,872807444;4,03479691;4,32687737;5,055704411;5,565451774;6,121818712;6,612940315;7,139690668;7,592763827;8,148716271;8,616554618;9,004162831;9,425763693;9,634881074;9,904125253;10,43739625;11,41249969;12,6960265;13,13493187;13,86652844;14,98301282;16,68196922;18,06836103;18,96644405;19,33145877;19,38143619;19,91066762;20,69227046;20,84998484;21,48074522;24,28419364;24,12591982;23,35188266;23,81434868;24,70274607;27,43328423;30,35298612;31,85973069;32,87987606;36,32876291;44,65898965;50,61756583;53,81420452;64,74181627;68,52314337;72,87470684;80,18307964;85,88122643;87,69756708;87,36059151;90,13848349;94,91675113;96,87886926;100;115,9515349;122,2841882;127,4370707;133,6379716;138,555266
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;4.2. Transporte;España;20,08511277;20,71730489;21,17502764;21,44939353;21,82796371;22,87278601;25,02745039;25,0848101;25,3467932;26,55400817;28,35407994;28,73265308;28,93990242;30,05406652;30,95217988;31,39414102;31,88958336;32,88319937;34,27167944;36,31061999;36,67926345;37,04405818;37,78390767;39,60976355;42,6035587;45,18313217;46,77852203;46,71281566;46,47449792;46,11603993;46,25743131;47,16605135;48,9258986;51,0046985;54,64540586;58,91107659;60,10642135;63,71230387;63,67088801;63,9975106;64,43684703;66,22329603;67,83210777;71,7217531;74,72336734;74,36240019;77,61259288;83,52162013;82,34657625;81,48248261;81,81094426;85,04513507;88,28163653;91,51570811;97,91593655;103,8708439;100;107,2237314;116,1234461;120,3206823;125,4776809;129,1316605
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;4.3. Hostelería;España;6,842281874;7,136757605;7,436640451;7,625275565;7,84001988;8,117527339;9,958553865;10,68240649;11,81440152;12,5054515;13,31762298;13,57291415;13,5847695;13,40061736;12,91853897;12,60086942;12,34175332;12,1289878;12,78246313;13,02788017;12,8806544;13,85945358;14,34598259;14,99026938;18,22466548;22,06012727;23,07199785;23,23354816;23,37406086;23,77562384;25,29745824;25,14896432;25,00314021;27,37385645;29,07029255;28,54934949;30,10787217;32,95467755;38,46121664;43,49792406;45,28553179;46,45618046;50,56951259;59,26590585;64,22518782;66,77490136;72,60266719;73,5331015;75,63847705;78,70081138;81,25109282;83,18257779;85,93261501;90,31712648;96,71602842;101,2994046;100;102,0268945;108,0214258;117,7188716;126,2345908;134,2381325
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;5. Información y comunicaciones;España;15,13083356;15,4998665;15,30302032;15,26025523;15,02041183;15,46478654;16,80091489;18,51761316;19,93313258;21,23064336;23,00903161;24,9812499;25,92688982;26,85666858;27,84667559;28,42853417;28,4697509;29,11311887;31,02041626;31,9453036;32,41321692;32,80818764;33,7181426;36,21995245;40,70366967;47,42355789;52,8721133;54,87536422;54,17812146;53,60232241;53,67289767;53,30229017;54,9820694;56,31047906;59,58290421;64,33152737;68,47041817;70,30493953;68,54794393;66,16829491;64,09615966;62,8222051;62,59731889;63,7730285;63,51284077;61,33254384;61,68142088;60,47891151;61,41539909;63,36929861;65,81941633;72,40709777;81,70205394;86,54147303;90,56662195;95,04196382;100;95,25521355;90,18624032;86,68096878;85,07210057;82,54487655
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;5.1. Edición, actividades audiovisuales y de radiodifusión;España;10,03300492;9,590076703;9,200789756;8,755685336;8,327765163;8,073594924;8,36391132;8,51419067;8,951863459;9,174999764;9,69064286;10,03145217;10,54395951;10,8510417;11,11202367;11,14595129;11,077709;11,11932049;11,70387303;12,51970507;13,64463877;14,10457491;14,97097265;17,6228361;20,6412407;23,27913055;24,8541186;26,08863572;26,73026864;27,74599224;28,80818598;29,39477254;30,67359912;33,27601926;35,5890245;35,36976966;33,7197501;32,55392576;33,0970212;33,05889679;32,58356254;32,06044444;32,63725404;36,05357131;38,79225876;43,68377813;54,19049464;62,59207104;71,91239149;73,94388631;78,14597281;87,33427574;91,00256148;92,66024787;92,34450492;96,9363991;100;91,67292465;86,00709343;78,85797142;75,51060143;71,04984888
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;5.2. Telecomunicaciones;España;17,22367367;17,8430847;17,69186989;17,7633384;17,56646656;18,23131546;19,92207726;22,16455595;23,92093599;25,58444245;27,80470981;30,33700035;31,44569559;32,59625146;33,84241486;34,61022781;34,68625561;35,53313478;37,90360405;38,89034611;39,17141725;39,5567524;40,50617442;43,0466835;48,10387662;56,25922064;63,04279702;65,32767819;64,18454128;63,07187167;62,78808758;62,07280824;63,85096953;64,6033073;68,09854511;74,44900229;80,57334525;83,44582459;80,99640887;77,87253877;75,30117438;73,80898699;73,3771549;73,88822828;72,62726453;68,16865995;65,54732189;61,47688305;59,61559596;61,71136711;63,79299383;69,76760818;80,93493513;86,77988203;92,13865687;96,36140601;100;96,41244081;90,87194899;81,5820673;79,36811687;74,17001701
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;5.3. Tecnologías de la información (TI) y otros servicios de información;España;0,239794331;0,396448235;0,507761433;0,616949383;0,720781519;0,852128175;1,081390723;1,277769525;1,414768129;1,527752561;1,60750929;1,665267047;1,731057117;1,747735639;1,727679499;1,721447283;1,705390467;1,722152981;1,843650413;2,011196476;2,250018621;2,397008315;2,626107579;2,963009077;3,923658714;4,994979109;5,782252004;6,443162676;6,979114724;8,059161682;9,70741809;10,91822407;13,21999629;19,79487921;24,8644581;26,52808995;23,85530743;21,89693472;20,26244684;19,04586847;17,52942413;16,06298934;14,96941597;16,08519674;18,6741073;20,9024408;19,42411007;18,16994829;26,98844015;24,55104373;22,92145528;25,29080537;29,56562301;32,97834665;36,03109487;46,43382538;100;92,85372278;105,2043935;272,5312453;301,3535744;385,9770952
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;6. Actividades financieras y de seguros;España;18,45370216;19,22507679;20,73830183;21,88588811;21,55203093;22,07134951;26,09563387;28,85068989;32,22859628;36,46104798;42,22218461;49,1081093;53,87053009;55,92007747;63,31948685;74,68363733;74,88169423;71,78695932;70,08615004;68,74101071;69,0052261;67,07169897;63,62049872;64,79587317;69,83689723;81,62891715;94,35190981;99,48525143;102,0894187;105,0470605;110,1290632;111,0987075;109,3371273;107,172506;111,6118461;103,1514665;97,63339985;97,35415062;98,09072428;106,2587169;109,2064822;116,906428;124,6251399;143,0010649;146,6775577;145,3665074;136,3271526;130,8206304;118,4343663;115,5524426;112,679671;109,711555;107,2346842;101,9555087;94,266763;95,7092251;100;101,1354061;114,7355172;110,8603379;104,8445472;100,8503129
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;7. Actividades inmobiliarias;España;3,733363455;3,689333267;3,594285458;3,568659932;3,490642582;3,499679147;3,590184402;3,524458087;3,617060935;3,86563172;4,119878312;4,256418377;4,485032307;4,600206213;4,701825371;4,82773164;4,774931143;4,601846381;4,494515282;4,50832323;4,797250456;4,695555719;4,54396012;4,646653454;5,17266184;5,72425977;6,164038984;6,23282964;6,115441647;6,094668959;6,123187887;6,035467521;6,064380685;6,309416929;6,388399965;6,470180229;8,509237122;10,54409244;13,45856;16,26664512;15,46873656;14,90101461;14,74432419;20,65703077;22,84079383;22,38792292;25,94591708;34,45530545;40,32707696;41,85343804;52,69071878;47,30901649;44,51114366;47,17810515;64,32500855;88,53325788;100;137,3817957;201,7344657;234,1996532;259,7596577;287,1963819
Stock de capital neto riqueza;Índice de volumen 2020 = 100;1.4.4.1. Comunicaciones;8. Actividades profesionales;España;0,305906063;0,505856101;0,645618003;0,772849844;0,899163817;1,063777344;1,352499869;1,614092549;1,781618266;1,902871798;1,990166465;2,052735595;2,123544017;2,14387675;2,137058956;2,153409499;2,148329647;2,178109242;2,336861836;2,536980638;2,878910425;3,121705296;3,460917453;3,893498719;4,645937769;5,36338716;6,063883244;6,572562826;6,884781393;7,275222603;7,779895953;8,020068906;8,174521315;9,17997513;10,22510283;10,80714669;11,92494252;12,74731695;14,90319362;17,5582057;19,48660774;21,40710778;25,53607322;29,90868926;37,74058893;40,97929182;41,75126069;44,99406674;48,46119284;51,59405809;60,23080272;63,81528501;65,00548597;73,04995677;84,00761268;91,4800084;100;114,5729534;128,4247928;146,4598088;158,1260333;171,4269475
