VARIABLE;UNIDAD;ACTIVO;RAMA;LUGAR;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2. Industria;España;277696,0335;315955,002;363801,7033;428813,1946;460039,7847;539141,9293;604771,1854;604233,396;682724,4431;776572,6074;1001357,216;1143532,539;1197106,049;1494342,938;1740764,706;1873724,66;2136334,979;2405454,307;2699496,403;3042276,418;3262583,72;3394820,992;3513880,591;3979031,512;4384690,905;4852664,191;5156808,266;5493464,986;5590197,595;5636441,05;5538283,967;5747449,039;6140920,907;6611649,448;7458729,547;8545926,282;7144348,626;6171590,264;5441073,148;4903755,632;4810140,406;4967156,443;5309171,411;5581713,948;5754143,337;4735563,16;4095993,661;3965368,632;3703309,534;3342554,143;3537779,332;4185065,169;4776632,895;5421221,115;5879110,076;5503112,323;4952396,789;4727939,514;5033625,886;4994242,999;4917050,415;5000271,385
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.1. Energía;España;24719,65277;36846,18449;50301,75954;66595,60417;74425,69116;88652,0238;99785,30431;99312,62814;112694,3074;128645,7033;161268,2586;192793,648;210545,6229;280929,1051;341493,8248;372357,1965;436291,2568;509447,1428;593089,0499;720766,793;801338,189;826979,6656;835514,7645;882027,5387;877067,682;883420,4486;896946,291;890226,2626;898061,5921;883956,0388;879638,5279;911900,7602;970971,9438;1044508,443;1180763,853;1352434,42;1173930,142;1064951,744;1009796,162;988349,6862;1123731,423;1339354,683;1642907,739;1868319,576;2156873,173;1775663,646;1541750,901;1429269,807;1302438,2;1043339,717;985730,9644;1044059,824;1003472,09;1087562,498;1281973,235;1196299,601;1118102,346;1044217,073;1132723,907;1019661,169;968573,2752;955182,6865
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.1.1. Industrias extractivas;España;8333,000049;8587,107055;10302,83351;11991,7226;13464,27684;16827,73024;18849,95303;18795,69132;20632,74254;23459,53813;32876,1579;47967,59979;56950,78974;79199,95708;96747,93475;106160,0826;121704,6486;136194,9146;148095,0359;165031,1764;185519,5954;202085,498;211692,6435;208520,7097;209139,2541;216731,8609;213526,8219;211044,6894;204927,8075;202023,4994;199965,9163;204594,0363;214825,4179;232362,3446;267365,8805;310912,8203;266419,5833;224425,5906;196831,0381;171255,509;149788,5404;137096,7037;139801,7682;131113,4394;126181,9853;103147,0628;88084,46107;87740,71667;59506,76317;8149,480512;24404,79433;47699,71363;50188,55083;61402,78689;82733,87262;89300,75013;991,4010149;2451,37378;26808,61102;11039,67007;0;0
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;"2.1.2. Energía eléctrica, gas y agua; actividades de saneamiento y gestión de residuos";España;16386,65272;28259,07743;39998,92603;54603,88157;60961,41433;71824,29356;80935,35128;80516,93682;92061,56485;105186,1651;128392,1007;144826,0482;153594,8332;201729,148;244745,8901;266197,1139;314586,6081;373252,2283;444994,014;555735,6166;615818,5936;624894,1676;623822,121;673506,8291;667928,4278;666688,5877;683419,4691;679181,5733;693133,7845;681932,5394;679672,6115;707306,7239;756146,526;812146,0983;913397,9726;1041521,6;907510,5583;840526,1537;812965,1239;817094,1772;973942,8822;1202257,979;1503105,971;1737206,136;2030691,188;1672516,583;1453666,44;1341529,09;1242931,437;1035190,237;961326,1701;996360,1102;953283,5391;1026159,711;1199239,362;1106998,851;1117110,945;1041765,699;1105915,296;1008621,499;968573,2752;955182,6865
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.1.2.1. Suministro de energía eléctrica, gas, vapor y aire acondicionado;España;5267,850312;8961,239792;13091,9316;18270,84361;20452,22951;24097,05072;27341,91191;26979,94448;30503,83338;35733,99786;44673,38227;53328,46497;59780,82249;84228,20425;106684,2563;119519,0117;154351,0578;199036,8434;249697,9091;312504,8776;339215,0057;320224,1699;321452,1132;338937,96;304316,7058;272744,5676;248393,3384;228473,1759;215321,8452;212799,8514;221517,2271;224973,2378;245232,738;261931,8885;293640,4172;333455,0966;273440,3343;249204,3918;248389,3168;255797,0102;420423,0152;636417,0005;885450,852;1010927,807;1270508,871;977085,835;770660,1109;652477,5646;538716,8594;392308,0435;300343,0828;256588,2127;213578,9546;175098,0078;156059,721;176429,1785;148269,4562;151492,8981;107847,9906;23544,77509;0;0
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;"2.1.2.2. Suministro de agua; actividades de saneamiento, gestión de residuos y descontaminación";España;11118,80241;19297,83764;26906,99443;36333,03796;40509,18482;47727,24284;53593,43937;53536,99234;61557,73147;69452,16728;83718,71841;91497,58324;93814,01068;117500,9438;138061,6337;146678,1022;160235,5503;174215,3849;195296,1048;243230,739;276603,588;304669,9976;302370,0078;334568,8691;363611,722;393944,0201;435026,1308;450708,3974;477811,9393;469132,6881;458155,3844;482333,486;510913,788;550214,2098;619757,5553;708066,5032;634070,2239;591321,762;564575,807;561297,167;553519,867;565840,9784;617655,1186;726278,3294;760182,3173;695430,7484;683006,3296;689051,5253;704214,5774;642882,1933;660983,0873;739771,8976;739704,5845;851061,7032;1043179,642;930569,6724;968841,489;890272,8014;998067,3054;985076,724;968573,2752;955182,6865
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2. Manufacturas;España;252976,3807;279108,8175;313499,9438;362217,5904;385614,0936;450489,9055;504985,8811;504920,7678;570030,1357;647926,9042;840088,957;950738,8908;986560,4265;1213413,832;1399270,881;1501367,464;1700043,722;1896007,165;2106407,354;2321509,625;2461245,531;2567841,327;2678365,827;3097003,973;3507623,223;3969243,742;4259861,975;4603238,724;4692136,003;4752485,012;4658645,439;4835548,279;5169948,963;5567141,005;6277965,694;7193491,862;5970418,485;5106638,519;4431276,986;3915405,946;3686408,983;3627801,76;3666263,672;3713394,372;3597270,164;2959899,514;2554242,76;2536098,826;2400871,334;2299214,426;2552048,367;3141005,345;3773160,805;4333658,617;4597136,841;4306812,722;3834294,443;3683722,441;3900901,979;3974581,83;3948477,14;4045088,699
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.1. Industria de la alimentación, bebidas y tabaco;España;32618,49285;37232,99603;43175,79874;50420,86471;54484,20289;63691,10279;73049,0009;79546,87089;85931,68429;99615,60246;130603,7617;155048,4343;157337,5164;195674,3501;235084,7665;260294,9734;301334,1201;338941,3796;369646,743;425338,1628;462587,3182;487816,8977;508847,9909;592119,1857;665350,1152;731405,4599;766912,5817;801415,2669;807361,9303;904305,9125;927119,3544;973445,9277;1053856,509;1135591,682;1278619,119;1470495,996;1204761,141;1019498,804;904565,6249;826247,3636;818019,9047;842472,312;785740,0586;734221,7147;706870,0444;622054,7314;609014,6431;738284,6076;751427,7861;765463,8088;896601,9864;1120566,541;1358440,324;1574032,781;1664395,042;1557813,01;1392907,915;1345493,182;1448187,73;1465129,571;1430280,36;1451170,63
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.2. Industria textil, confección de prendas de vestir e industria del cuero y del calzado;España;23514,42639;24822,2909;26493,96829;28676,08299;29599,62393;33134,37945;38892,15566;43263,23049;51983,83391;59869,2191;71753,56601;81798,14501;85536,44644;96343,75256;108986,5732;116365,8796;135164,8665;154875,9154;189752,3003;205875,4574;218336,8052;224340,2768;237254,2998;282229,0911;309981,613;329685,0689;327213,994;354034,655;341159,1424;321038,0666;334475,5333;345886,419;364593,5683;398312,9105;451855,6421;512635,4137;414657,8946;345986,6976;291743,9527;250153,1325;230388,9029;195660,0656;191678,9728;167703,3919;151735,1874;112530,7673;86266,60868;66790,27248;50964,84423;39348,80995;33099,66104;30453,42942;28772,62924;27729,01017;25875,00666;22485,35329;18983,63908;17530,93171;16819,25578;15997,68903;14667,47564;14131,63486
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.3. Industria de la madera y del corcho, industria del papel y artes gráficas;España;7623,238337;9663,042534;13132,9531;15058,67935;16263,3859;18629,87499;20133,91987;19017,98054;25168,86958;27882,21214;39474,51047;43470,02036;48598,3418;58843,79236;67861,56232;69020,31419;79413,02325;92164,64273;106011,2821;120793,0513;128071,0016;132675,45;143626,1991;179610,9681;216666,0268;270024,2944;304573,4281;328889,9129;331208,5595;325290,1927;306921,8915;330342,9009;364254,1296;408583,2174;477027,8854;550338,6492;469118,3216;409642,9467;365820,1782;334597,6696;321270,4782;318757,2805;311605,1743;316285,1234;323076,0677;270919,9928;244821,1041;267726,3474;278193,3954;271266,6997;316881,3359;399615,3098;491736,6736;567660,2969;588675,8543;560181,2916;486685,6975;442377,3262;465575,2234;477976,7317;494345,7905;513517,6635
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.4. Coquerías y refino de petróleo;España;12057,29622;9166,989667;7114,468943;5953,174411;4638,836977;4037,864297;3617,680712;3010,610938;2847,497199;3099,117295;3540,914865;3517,5679;3598,648141;4401,102471;4585,979118;4300,869603;4611,636789;4983,487489;5186,006414;5358,06411;4658,20019;3854,444792;3249,09849;3094,251979;3003,002586;4004,290423;5284,699688;5955,340935;5852,28136;5979,673156;5817,399474;5705,337796;6834,732423;7294,42625;7727,943512;8527,746929;7239,580224;6346,491581;5430,282622;4527,231226;3990,987195;3748,712816;3148,084703;2594,986271;4644,079526;4277,832497;4169,21741;5046,462027;4285,492487;3815,361491;3464,259453;3550,155276;3954,625992;4509,908015;5312,224029;5338,535779;4793,561909;4563,37528;4332,553624;3922,278126;3316,904805;2983,245456
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.5. Industria química;España;18034,42849;18301,63942;19496,62542;21698,14588;21748,33677;27736,94453;31191,09298;31632,74804;36579,72691;39970,59722;50880,33328;56527,5938;58655,53085;69726,28809;79709,40385;91791,91411;100580,2038;103098,0727;107131,0651;111941,636;106833,8762;106169,7746;108484,9568;119865,789;136062,8926;151299,2955;165772,5697;176691,9723;174426,6398;173756,7751;177505,7421;190566,4655;221279,3123;247058,0118;288542,5937;337378,1132;275762,4311;230694,1563;191554,8035;159692,193;134186,3823;111161,1772;95187,85534;87600,48627;77065,52763;73468,78744;68149,69063;78364,75934;88582,01311;134836,0753;220125,5288;313737,054;410123,9233;493848,168;536366,0601;514045,958;472493,4472;488388,3867;534002,2203;560566,3231;563366,8996;588154,2598
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.6. Fabricación de productos de caucho y plásticos y de otros productos minerales no metálicos;España;22963,89211;31888,01539;42556,15869;56315,3429;65363,43212;82097,82918;95001,48572;92198,35482;104801,5004;133074,2914;187643,1555;217942,9398;226499,1344;264982,8333;294553,5189;309766,7768;368973,3952;429234,1107;483531,6793;527317,7015;553123,79;583841,042;601573,1383;716754,1029;868027,8813;1009082,275;1082089,855;1186550,427;1207287,342;1180058,522;1104022,291;1125455,577;1173877,66;1242991,477;1373851,024;1545667,168;1294141,925;1125584,83;983884,0971;879097,6325;801171,2082;780747,2002;791776,1382;825018,1463;758655,5876;598061,9203;480491,2523;413246,3048;338782,5247;279597,2321;251246,4544;255921,9525;269622,1539;285085,1366;298505,8595;274723,6255;237743,482;232369,7657;246229,8456;243882,9042;230871,1209;229886,5028
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.7. Metalurgia y fabricación de productos metálicos;España;39312,56316;48113,69072;58838,35007;76185,76108;89246,328;109719,8994;123894,0833;120095,1043;133919,5613;146480,316;188029,3402;210467,736;226066,5348;298426,2817;345948,5572;359157,1902;392550,6185;430552,6405;449488,9879;494132,2173;511483,04;545554,8152;600388,0577;684670,6501;753897,0821;820851,8409;864133,3683;910999,4852;873759,7507;859886,1598;818989,6799;831105,2607;873212,8847;903813,2886;977642,7714;1103936,939;922953,8255;788961,8541;679594,2431;601294,5821;538911,6603;516169,5516;499713,5287;512093,7669;526151,5073;438004,4747;380228,5129;399414,894;409044,4678;382179,7147;417514,864;519349,267;606587,5907;700629,6218;752932,1796;694587,198;638555,988;599518,9076;622888,8871;613736,5624;588026,8418;585943,2044
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.8. Fabricación de productos informáticos, electrónicos y ópticos;España;4528,706607;6802,185871;8921,645506;10004,45648;10440,77439;12031,68733;13753,78488;13989,33203;16188,43535;18551,61063;22686,72692;24138,34176;23973,6287;31175,49517;37509,21675;39407,51609;44543,24976;47912,02864;52762,08745;60324,97632;65623,38729;70224,60852;74823,69988;89726,52594;101614,1771;126189,1191;139789,1069;156663,0309;157861,2787;153326,5774;142075,3587;144328,3233;158250,9794;197033,4457;227993,6942;273008,8992;219600,6421;183995,6492;153538,6592;129498,3514;107688,2216;93968,3784;79110,7852;74066,96807;72091,77723;56636,98661;44414,75552;37123,37024;32969,67421;27890,94673;26956,10343;37315,76571;42539,29307;53368,20513;52072,68485;47370,76849;40578,00782;39147,63701;38017,53611;36133,10127;32775,87244;31458,93452
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.9. Fabricación de maquinaria y equipo n.c.o.p.;España;16179,81613;15524,49084;15728,99874;15973,3058;14297,21507;14616,62629;15125,06054;14656,23578;16053,66689;17711,64782;21091,60992;21461,11436;19716,80057;24312,60754;27948,49513;29812,46127;32446,67998;36336,15298;39122,95529;43437,38168;46290,61507;49555,88944;55303,21022;69334,92457;80621,09232;100399,0355;106334,0822;109186,272;105587,6727;106247,7185;111442,1636;120329,1377;129817,522;139684,109;165518,3912;193066,6974;165349,5135;144892,2897;127550,1983;112273,3555;99135,1396;87569,3894;81914,64983;80391,92941;77588,22005;65219,26909;53357,36492;42546,42714;37667,56574;36994,63453;42568,18213;62210,95272;81033,62027;98673,90746;110137,6421;100859,7392;88656,00711;85347,36088;85839,6281;84676,7092;80901,62254;80773,60654
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.10. Fabricación de material de transporte;España;71705,71444;71414,62272;68917,59589;70629,21854;66545,5043;69370,18246;72253,86698;66963,10825;73043,67259;75330,70045;89113,32029;95379,04476;89885,91256;103865,5832;116276,6934;125889,6506;132515,7748;142801,5914;183134,6005;195820,3247;234554,4821;232875,2639;210223,602;202295,2292;195289,946;227560,8473;272206,8546;338731,5364;433170,2602;461989,5764;477110,0549;500432,9525;532251,9139;571601,8735;671200,1083;780951,8947;647633,2715;545699,0454;455227,3441;370286,8037;392361,937;440915,151;574400,9501;648431,7804;616486,8809;483669,9218;367512,8434;279192,4232;215524,617;168876,5635;141522,3051;139555,0849;130402,8072;129505,2181;125960,5999;112354,5743;93463,82067;80961,37743;70616,44956;64391,15404;58602,09381;54965,81354
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;2.2.11. Industrias manufactureras diversas;España;4437,805964;6178,853379;9123,380398;11302,55826;12986,45321;15423,51471;18073,74949;20547,19176;23511,68737;26341,5896;35271,71783;40987,95276;46691,93187;65661,74602;80806,11483;95559,91758;107910,153;115107,1424;120639,6462;131170,6518;129683,0152;130932,8638;134591,5737;157303,2545;177109,3941;198742,215;225551,4355;234120,824;254461,1454;260605,8377;253165,9706;267949,9771;291719,752;315176,5622;357986,5215;417484,3441;349199,9384;305335,7545;272367,6026;247737,6307;239284,1613;236632,5416;251987,474;264986,0785;282905,2839;235054,8302;215816,7667;208362,9576;193428,9534;188944,5788;202067,6866;258729,8336;349947,163;398616,3642;436903,6878;417052,6676;359432,877;348024,1906;368392,6491;408168,8062;451322,1579;492103,2033
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;3. Construcción;España;55150,01603;66603,0084;76154,96809;91811,34596;94707,23099;119897,9345;129309,4943;123314,8167;156548,2883;210977,2413;272903,051;295015,8271;294953,5616;334752,9124;354591,3663;347549,3625;381400,5289;391128,5992;419311,6051;445546,6561;411798,3538;399552,5811;358163,134;419288,1582;604173,5431;852232,8457;933362,7877;942566,7192;996799,8679;994098,2452;1029778,745;1122522,09;1214304,534;1359520,593;1570710,179;1829418,712;1956453,946;2100404,479;2254317,254;2494513,602;2763790,873;3160727,009;3507106,949;4226244,988;4588324,671;4208239,407;3980053,867;3793379,367;3012968,603;2980670,895;3136636,699;2625070,523;3083232,49;3311368,963;2669985,43;3232885,905;3339009,543;2790428,756;3099813,204;3811790,374;4330457,714;4990683,493
Stock de capital neto riqueza;Miles de euros corrientes;1.3.1. Vehículos de motor;4. Comercio, transporte y hostelería;España;160509,5186;177985,6881;201866,4971;236620,5894;254757,0973;289551,6175;334435,4865;324923,1118;367965,187;426314,5806;557947,8802;614839,2727;605170,4338;773778,2773;984353,7917;1140764,647;1378473,435;1627478,386;1984378,776;2327126,8;2384486,396;2473833,4;2642243,531;2941314,54;3357593,329;3811722,362;4000912,501;4082106,264;4500276,689;4551841,155;4781760,521;5552487,915;6266221,628;7102436,793;8283206,789;9923330,051;13609337,41;15914110,46;17385041,69;18800665,55;20739975,38;22129118,1;22892901,5;25262147,83;27805704,96;24896399,72;23273626,05;23149359,3;24153502,36;24088088,6;22574314,91;22620948,91;26991473,39;30720667,74;36115475,95;36764554,22;34677140,11;33334461,61;33033943,1;33412656,19;32361365,63;32307825,27
